question,pipeline_type,llm_answer,has_answer,retrieved_chunks_list,retrieved_chunks_count,target_chunk_id,rank,mrr,hit_rate,recall,recall_preservation_rate,is_processed,is_corrected_by_llm
"Theo danh mục kiến thức chuyên ngành tự chọn MMT&TTDL, học phần Hệ điều hành Linux có số tín chỉ là bao nhiêu?",metadata,"Tôi không tìm thấy thông tin đủ để trả lời câu hỏi này.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Câu hỏi yêu cầu xác định số tín chỉ của học phần ""Hệ điều hành Linux"".  
- Căn cứ: Không có đoạn nào trong CONTEXT ghi rõ số tín chỉ cho học phần ""Hệ điều hành Linux"".  

2) Bước 2: Trong toàn bộ CONTEXT, các học phần chuyên ngành tự chọn đều được liệt kê với mã học phần và nội dung, nhưng không có thông tin nào về số tín chỉ cụ thể cho học phần ""Hệ điều hành Linux"".  

3) Bước 3: Các học phần khác như ""Hệ điều hành"" (mã 125001) được ghi rõ là học phần bắt buộc, nhưng không có thông tin về tín chỉ của học phần ""Hệ điều hành Linux"".  

NGUỒN THAM KHẢO:  
- PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL > 2. Kiến thức giáo dục chuyên nghiệp: 94 tín chỉ > 2.3. Kiến thức chuyên ngành tự chọn: chọn 19 TC + 9 TC > Hệ điều hành Linux  
- PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL > 2. Kiến thức giáo dục chuyên nghiệp: 94 tín chỉ > 2.1. Kiến thức cơ sở ngành – 29 tín chỉ > Hệ điều hành",False,"[250, 244, 238, 216, 232, 245, 254, 239, 237, 243]",10,244,2,0.5,1,1,1.0,True,True
Học phần Hệ điều hành Linux trong khối kiến thức chuyên ngành tự chọn MMT&TTDL được quy định bao nhiêu tín chỉ?,metadata,"Học phần Hệ điều hành Linux được quy định 3 tín chỉ.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Học phần Hệ điều hành Linux có mã học phần 123041 và được ghi nhận trong danh sách các học phần tự chọn của khối kiến thức chuyên ngành tự chọn.  
- Căn cứ: ""Hệ điều hành Linux - Mã học phần: 123041"" (PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL)  

2) Bước 2: Trong phần mô tả học phần, rõ ràng ghi rằng học phần này có ""Số tín chỉ: 3"" trong chương trình chi tiết của ngành Mạng máy tính và truyền thông dữ liệu.  
- Căn cứ: ""Số tín chỉ: 3"" (Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp)  

3) Bước 3: Các thông tin liên quan đến tín chỉ của học phần này được thống nhất giữa hai phần: Phụ lục 2 và Chương trình chi tiết, đều cho thấy 3 tín chỉ.  
- Căn cứ: ""Số tín chỉ: 3"" (Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp)  

NGUỒN THAM KHẢO:  
- Header/Section: PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL  
- Header/Section: Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp",True,"[244, 341, 69, 237, 238, 257, 243, 245, 232, 249]",10,69,3,0.3333333333333333,1,1,1.0,True,
"Trong danh mục học phần tự chọn chuyên ngành MMT&TTDL, học phần Hệ điều hành Linux có khối lượng bao nhiêu tín chỉ?",metadata,"Học phần Hệ điều hành Linux có khối lượng 9 tín chỉ.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Học phần Hệ điều hành Linux được liệt kê trong danh mục ""Kiến thức chuyên ngành tự chọn: chọn 19 TC + 9 TC"".  
- Căn cứ: ""2.3. Kiến thức chuyên ngành tự chọn: chọn 19 TC + 9 TC > Hệ điều hành Linux"" (phần ""Hệ điều hành Linux"" trong danh mục tự chọn)  

2) Bước 2: Trong danh mục này, các học phần tự chọn được chia theo cấu trúc ""19 TC + 9 TC"", cho thấy có hai loại tín chỉ: 19 tín chỉ và 9 tín chỉ. Học phần Hệ điều hành Linux được liệt kê trong nhóm này, không có thông tin khác cho thấy nó thuộc nhóm 19 TC.  
- Căn cứ: ""chọn 19 TC + 9 TC > Hệ điều hành Linux"" (cùng phần trên)  

3) Bước 3: Không có thông tin nào cho thấy học phần này thuộc nhóm 19 TC, và không có tên học phần nào khác được gán cho 19 TC trong danh sách. Do đó, việc phân bổ 9 TC cho học phần này là hợp lý dựa trên cấu trúc nhóm.  
- Căn cứ: ""chọn 19 TC + 9 TC"" (cùng phần)  

NGUỒN THAM KHẢO:  
- Header/Section: Mạng máy tính và truyền thông dữ liệu > PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL > 2. Kiến thức giáo dục chuyên nghiệp: 94 tín chỉ > 2.3. Kiến thức chuyên ngành tự chọn: chọn 19 TC + 9 TC > Hệ điều hành Linux",True,"[244, 245, 236, 249, 238, 242, 237, 232, 254, 243]",10,244,1,1.0,1,1,1.0,True,True
Chương trình đào tạo MMT&TTDL quy định học phần Hệ điều hành Linux thuộc nhóm tự chọn có bao nhiêu tín chỉ?,metadata,"Học phần Hệ điều hành Linux thuộc nhóm tự chọn có 3 tín chỉ.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Học phần Hệ điều hành Linux được liệt kê trong danh sách các học phần tự chọn chuyên ngành của chương trình MMT&TTDL.  
- Căn cứ: ""Hệ điều hành Linux - Mã học phần: 123041 - Số tín chỉ: 3"" (Mạng máy tính và truyền thông dữ liệu > PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL)  

2) Bước 2: Trong phần mô tả học phần, rõ ràng ghi rằng số tín chỉ là 3, phù hợp với yêu cầu về tín chỉ tự chọn.  
- Căn cứ: ""Số tín chỉ: 3"" (Mạng máy tính và truyền thông dữ liệu > PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL)  

3) Bước 3: Không có thông tin mâu thuẫn hoặc khác biệt giữa các phiên bản (ví dụ: học phần tự chọn ở chương trình chi tiết có tín chỉ khác), nên xác định 3 tín chỉ là chính xác.  
- Căn cứ: ""Học phần tự chọn"" (Mạng máy tính và truyền thông dữ liệu > PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL)  

NGUỒN THAM KHẢO:  
- Header/Section: Mạng máy tính và truyền thông dữ liệu > PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL",True,"[238, 341, 244, 237, 254, 69, 249, 241, 250, 251]",10,69,6,0.16666666666666666,1,1,1.0,True,
Học phần Hệ điều hành Linux thuộc danh mục kiến thức chuyên ngành tự chọn MMT&TTDL có tổng số tín chỉ là bao nhiêu?,metadata,"Học phần Hệ điều hành Linux có tổng số tín chỉ là 3 tín chỉ.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Học phần Hệ điều hành Linux được liệt kê với mã học phần 123041 và có số tín chỉ là 3 trong nhiều phần của CONTEXT.  
- Căn cứ: ""Số tín chỉ: 3"" (Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > Sinh viên có thể chọn 28 tín chỉ và 6 tín chỉ luận văn tốt nghiệp > Hệ điều hành Linux)  

2) Bước 2: Trong phần ""PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL"", học phần này được xác định là học phần tự chọn trong kiến thức chuyên ngành tự chọn, nhưng không có thông tin về tổng tín chỉ khác.  
- Căn cứ: ""Số tín chỉ: 3"" (Mạng máy tính và truyền thông dữ liệu > PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL > 2.3. Kiến thức chuyên ngành tự chọn: chọn 19 TC + 9 TC > Hệ điều hành Linux)  

3) Bước 3: Không có thông tin nào trong CONTEXT cho thấy học phần này có tín chỉ khác hoặc được tính vào tổng tín chỉ chuyên ngành tự chọn khác. Do đó, tín chỉ 3 là giá trị duy nhất được nêu.  
- Căn cứ: ""Số tín chỉ: 3"" (Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức chuyên ngành: 28 tín chỉ > TC2: Sinh viên chọn 19 tín chỉ > Hệ điều hành Linux)  

NGUỒN THAM KHẢO:  
- Header/Section: Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > Sinh viên có thể chọn 28 tín chỉ và 6 tín chỉ luận văn tốt nghiệp > Hệ điều hành Linux  
- Header/Section: Mạng máy tính và truyền thông dữ liệu > PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL > 2.3. Kiến thức chuyên ngành tự chọn: chọn 19 TC + 9 TC > Hệ điều hành Linux  
- Header/Section: Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức chuyên ngành: 28 tín chỉ > TC2: Sinh viên chọn 19 tín chỉ > Hệ điều hành Linux",True,"[341, 244, 69, 237, 245, 249, 232, 242, 238, 240]",10,69,3,0.3333333333333333,1,1,1.0,True,
"Trong chương trình ngành Logistics và Quản lý chuỗi cung ứng, tổng số tín chỉ toàn khóa (không tính các học phần GDTC, GDQP-AN) là bao nhiêu?",metadata,"Tổng số tín chỉ toàn khóa (không tính các học phần GDTC, GDQP-AN) là 120 tín chỉ.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Chương trình đào tạo xác định tổng số tín chỉ toàn khóa (không tính GDTC, GDQP-AN) là 120 tín chỉ.  
- Căn cứ: ""Tổng số tín chỉ toàn khóa (Không tính các học phần GDTC, GDQP-AN): 120 tín chỉ"" (phần ""CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa"")  

2) Bước 2: Đây là con số được nêu rõ trong phần chuẩn đầu ra chương trình, không bị ảnh hưởng bởi các học phần khác như giáo dục đại cương hoặc kiến thức bổ trợ.  
- Căn cứ: ""Tổng số tín chỉ: 120 tín chỉ"" (phần ""CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa"")  

NGUỒN THAM KHẢO:  
- Header/Section: CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa",True,"[631, 605, 560, 587, 647, 608, 575, 607, 597, 632]",10,560,3,0.3333333333333333,1,1,1.0,True,True
"Theo chương trình đào tạo ngành Logistics và Quản lý chuỗi cung ứng, tổng số tín chỉ toàn khóa, không bao gồm các học phần GDTC và GDQP-AN, là bao nhiêu?",metadata,"Tổng số tín chỉ toàn khóa, không bao gồm các học phần GDTC và GDQP-AN, là 120 tín chỉ.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Chương trình đào tạo ngành Logistics và Quản lý chuỗi cung ứng quy định tổng số tín chỉ toàn khóa (không tính GDTC, GDQP-AN) là 120 tín chỉ.  
- Căn cứ: ""Tổng số tín chỉ toàn khóa (Không tính các học phần GDTC, GDQP-AN): 120 tín chỉ"" (phần ""Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa > Tổng số tín chỉ"")  

2) Bước 2: Đây là con số được xác định rõ ràng trong phần ""Tổng số tín chỉ toàn khóa"" và được nhắc lại ở mục ""1.2. Khối lượng kiến thức toàn khóa"" để đảm bảo tính nhất quán.  
- Căn cứ: ""Tổng số tín chỉ: 120 tín chỉ"" (phần ""Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa"")  

NGUỒN THAM KHẢO:  
- Header/Section: ""Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa > Tổng số tín chỉ""  
- Header/Section: ""Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa""",True,"[631, 587, 560, 575, 605, 608, 647, 558, 606, 632]",10,560,3,0.3333333333333333,1,1,1.0,True,True
"Chương trình đào tạo ngành Logistics và Quản lý chuỗi cung ứng quy định tổng số tín chỉ toàn khóa (không tính GDTC, GDQP-AN) là bao nhiêu?",metadata,"Tổng số tín chỉ toàn khóa là 120 tín chỉ.  
Số tín chỉ giáo dục thể chất và giáo dục quốc phòng – an ninh được trừ ra, nên tổng tín chỉ thực tế là 120 - 4 - 8 = 108 tín chỉ.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Tổng số tín chỉ toàn khóa được quy định là 120 tín chỉ.  
- Căn cứ: ""Tổng số tín chỉ: 120 tín chỉ"" (phần ""Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa"")  

2) Bước 2: Tín chỉ giáo dục thể chất là 4 tín chỉ, được nêu rõ trong phần ""1.2 Kiến thức bổ trợ > Giáo dục thể chất"".  
- Căn cứ: ""Tổng số tín chỉ: 4 tín chỉ"" (phần ""Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > 1.2 Kiến thức bổ trợ > Giáo dục thể chất"")  

3) Bước 3: Tín chỉ giáo dục quốc phòng – an ninh là 8 tín chỉ, được nêu rõ trong phần ""1.2 Kiến thức bổ trợ > Giáo dục Quốc phòng – An ninh (8 tín chỉ)"".  
- Căn cứ: ""Giáo dục Quốc phòng – An ninh (8 tín chỉ)"" (phần ""Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > 1.2 Kiến thức bổ trợ > Giáo dục Quốc phòng – An ninh"")  

4) Bước 4: Trừ đi các tín chỉ không tính (GDTC, GDQP-AN), ta có: 120 - 4 - 8 = 108 tín chỉ.  

NGUỒN THAM KHẢO:  
- Header/Section: Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa  
- Header/Section: Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > 1.2 Kiến thức bổ trợ > Giáo dục thể chất  
- Header/Section: Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > 1.2 Kiến thức bổ trợ > Giáo dục Quốc phòng – An ninh",True,"[560, 605, 575, 558, 608, 607, 609, 632, 620, 645]",10,560,1,1.0,1,1,1.0,True,True
"Trong chương trình đào tạo ngành Logistics và Quản lý chuỗi cung ứng, sinh viên cần tích lũy bao nhiêu tín chỉ toàn khóa, không tính các học phần GDTC và GDQP-AN?",metadata,"Sinh viên cần tích lũy 120 tín chỉ toàn khóa, không tính các học phần GDTC và GDQP-AN.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Chương trình đào tạo quy định tổng số tín chỉ toàn khóa (không tính GDTC, GDQP-AN) là 120 tín chỉ.  
- Căn cứ: ""Tổng số tín chỉ toàn khóa (Không tính các học phần GDTC, GDQP-AN): 120 tín chỉ"" (CONTEXT – Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO)  

2) Bước 2: Các học phần thuộc nhóm Giáo dục Quốc phòng – An ninh (GDQP-AN) và Giáo dục đại cương (GDTC) được loại trừ khỏi tổng số tín chỉ này theo yêu cầu câu hỏi.  
- Căn cứ: ""Tổng số tín chỉ toàn khóa (Không tính các học phần GDTC, GDQP-AN): 120 tín chỉ"" (cùng vị trí như trên)  

3) Bước 3: Không có thông tin nào trong CONTEXT cho thấy việc điều chỉnh tín chỉ do học phần khác (như ngoại ngữ hoặc quản trị dự án) ảnh hưởng đến tổng số tín chỉ toàn khóa.  
- Căn cứ: Không có thông tin mâu thuẫn hoặc điều chỉnh tổng tín chỉ trong các học phần chuyên ngành hoặc bổ trợ.  

NGUỒN THAM KHẢO:  
- Header/Section: Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Tổng số tín chỉ toàn khóa (Không tính các học phần GDTC, GDQP-AN)",True,"[631, 605, 644, 608, 558, 645, 651, 652, 653, 654]",10,650,0,0.0,0,0,0.0,True,False
"Theo quy định của chương trình ngành Logistics và Quản lý chuỗi cung ứng, tổng số tín chỉ toàn khóa (loại trừ GDTC và GDQP-AN) là bao nhiêu?",metadata,"Tổng số tín chỉ toàn khóa (loại trừ GDTC và GDQP-AN) là 120 tín chỉ.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Chương trình quy định tổng số tín chỉ toàn khóa (không tính các học phần GDTC, GDQP-AN) là 120 tín chỉ.  
- Căn cứ: ""Tổng số tín chỉ toàn khóa (Không tính các học phần GDTC, GDQP-AN): 120 tín chỉ"" (phần ""Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Nhóm chuyên ngành tự chọn tốt nghiệp > Chuyên đề tốt nghiệp"")  

2) Bước 2: Thông tin này được xác nhận ở phần ""Chuẩn đầu ra chương trình đào tạo"" với tỷ lệ kiến thức chuyên ngành là 54,17%, tổng cộng 65 tín chỉ, và kiến thức cơ sở ngành là 30 tín chỉ, tổng cộng 95 tín chỉ, nhưng tổng tín chỉ toàn khóa vẫn được nêu rõ là 120 tín chỉ.  
- Căn cứ: ""Tổng số tín chỉ: 120 tín chỉ"" (phần ""Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa"")  

3) Bước 3: Không có thông tin mâu thuẫn hoặc thay đổi nào khác về tổng tín chỉ, nên kết luận là 120 tín chỉ là giá trị chính xác được quy định.  
- Căn cứ: ""Tổng số tín chỉ toàn khóa (Không tính các học phần GDTC, GDQP-AN): 120 tín chỉ"" (phần ""Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO"")  

NGUỒN THAM KHẢO:  
- Header/Section: ""Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Nhóm chuyên ngành tự chọn tốt nghiệp > Chuyên đề tốt nghiệp""  
- Header/Section: ""Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa""",True,"[631, 560, 605, 608, 558, 642, 620, 559, 632, 577]",10,560,2,0.5,1,1,1.0,True,True
Học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng được học ở học kỳ mấy và có bao nhiêu tín chỉ?,metadata,"Học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng được học ở học kỳ 2 và có 3 tín chỉ.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Xác định học kỳ của học phần ""Nhập môn Logistics & Quản lý Chuỗi cung ứng"".  
- Căn cứ: ""HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng"" (phần ""Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2"")  

2) Bước 2: Xác định số tín chỉ của học phần.  
- Căn cứ: ""Số tín chỉ: 3"" (phần ""Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2"")  

NGUỒN THAM KHẢO:  
- Header/Section: Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2  
- Header/Section: Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2",True,"[670, 707, 729, 728, 704, 690, 712, 709, 691, 703]",10,671,0,0.0,0,0,0.0,True,False
Học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng được bố trí ở học kỳ nào và có số tín chỉ là bao nhiêu?,metadata,"Học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng được bố trí ở học kỳ 2 và có số tín chỉ là 3.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Xác định học kỳ của học phần ""Nhập môn Logistics & Quản lý Chuỗi cung ứng"".  
- Căn cứ: ""Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng _(Introduction to Logistics & Supply Chain Management)_"" (học kỳ 2)  

2) Bước 2: Xác định số tín chỉ của học phần này.  
- Căn cứ: ""Số tín chỉ: 3"" (trong cùng mục học phần trên)  

NGUỒN THAM KHẢO:  
- Header/Section: Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng _(Introduction to Logistics & Supply Chain Management)_",True,"[670, 690, 689, 691, 703, 709, 701, 692, 686, 693]",10,671,0,0.0,0,0,0.0,True,False
"Theo chương trình đào tạo, học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng được giảng dạy ở học kỳ mấy và có bao nhiêu tín chỉ?",metadata,"Học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng được giảng dạy ở học kỳ 2 và có 3 tín chỉ.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Xác định học kỳ giảng dạy của học phần ""Nhập môn Logistics & Quản lý Chuỗi cung ứng"".  
- Căn cứ: ""Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng _(Introduction to Logistics & Supply Chain Management)_"" (học kỳ 2)  

2) Bước 2: Xác định số tín chỉ của học phần.  
- Căn cứ: ""Mã học phần: 419001 - Số tín chỉ: 3"" (số tín chỉ là 3)  

NGUỒN THAM KHẢO:  
- Header/Section: Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng _(Introduction to Logistics & Supply Chain Management)_",True,"[729, 670, 665, 709, 690, 701, 691, 686, 692, 703]",10,671,0,0.0,0,0,0.0,True,False
"Trong chương trình đào tạo ngành Logistics, học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng thuộc học kỳ nào và có khối lượng bao nhiêu tín chỉ?",metadata,"Học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng thuộc học kỳ 2 và có 3 tín chỉ.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Xác định học kỳ của học phần ""Nhập môn Logistics & Quản lý Chuỗi cung ứng"".  
- Căn cứ: ""Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng _(Introduction to Logistics & Supply Chain Management)_"" (học kỳ 2)  

2) Bước 2: Xác định số tín chỉ của học phần.  
- Căn cứ: ""Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng _(Introduction to Logistics & Supply Chain Management)_"" (số tín chỉ: 3)  

NGUỒN THAM KHẢO:  
- Header/Section: XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng _(Introduction to Logistics & Supply Chain Management)_",True,"[604, 623, 701, 670, 705, 683, 691, 697, 709, 690]",10,671,0,0.0,0,0,0.0,True,False
Học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng trong kế hoạch đào tạo được xếp vào học kỳ mấy và có bao nhiêu tín chỉ?,metadata,"Học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng được xếp vào học kỳ 2 và có 3 tín chỉ.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Xác định học kỳ của học phần ""Nhập môn Logistics & Quản lý Chuỗi cung ứng"".  
- Căn cứ: ""1.2. HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng"" (học kỳ 2)  

2) Bước 2: Xác định số tín chỉ của học phần.  
- Căn cứ: ""Số tín chỉ: 3"" (trong mục học phần ""Nhập môn Logistics & Quản lý Chuỗi cung ứng"")  

NGUỒN THAM KHẢO:  
- Header/Section: Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng",True,"[670, 728, 729, 707, 712, 691, 704, 686, 703, 709]",10,671,0,0.0,0,0,0.0,True,False
"Theo chương trình đào tạo ngành Logistics, học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng có số tín chỉ bao nhiêu và được học ở học kỳ nào?",metadata,"Học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng có 3 tín chỉ và được học ở học kỳ 2.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Xác định số tín chỉ của học phần Nhập môn Logistics & Quản lý Chuỗi cung ứng.  
- Căn cứ: ""Số tín chỉ: 3"" (phần ""Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng"")  

2) Bước 2: Xác định học kỳ mà học phần này được học.  
- Căn cứ: ""HỌC KỲ 2"" (phần ""Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng"")  

NGUỒN THAM KHẢO:  
- Header/Section: Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.2. HỌC KỲ 2 > Nhập môn Logistics & Quản lý Chuỗi cung ứng",True,"[725, 726, 605, 670, 689, 560, 691, 683, 690, 709]",10,605,3,0.3333333333333333,1,1,1.0,True,True
