ID,Question,Answer,Chunk_index,Header_path,Keyword,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,similarity_score,matched_header_source
11,"Dạ, em muốn hỏi là theo quy định thì sinh viên CNTT sẽ học mấy năm là kết thúc chương trình đào tạo ạ?","120 tín chỉ (Không bao gồm: GDQP&AN, GDTC, kỹ năng mềm, kiến thức bổ trợ khác)",272,Công nghệ thông tin > **I. GIỚI THIỆU CHƯƠNG TRÌNH,sinh viên cntt; học mấy năm; kết thúc chương trình đào tạo,,,,,,,,,,,,,,,,,,,,,0.9683307409286499,Công nghệ thông tin > I. GIỚI THIỆU CHƯƠNG TRÌNH
12,"Cho em hỏi thời gian học chuẩn của ngành Công nghệ thông tin là bao nhiêu năm vậy ạ, để em còn tính lộ trình học tập nữa ạ.","120 tín chỉ (Không bao gồm: GDQP&AN, GDTC, kỹ năng mềm, kiến thức bổ trợ khác)",272,Công nghệ thông tin > **I. GIỚI THIỆU CHƯƠNG TRÌNH,thời gian học chuẩn; ngành công nghệ thông tin; bao nhiêu năm,,,,,,,,,,,,,,,,,,,,,0.9683307409286499,Công nghệ thông tin > I. GIỚI THIỆU CHƯƠNG TRÌNH
13,Mã số ngành (mã ngành) của ngành Công nghệ thông tin là gì theo quy định hiện hành?,7480201,272,Công nghệ thông tin > **I. GIỚI THIỆU CHƯƠNG TRÌNH,mã số ngành; mã ngành; ngành công nghệ thông tin,,,,,,,,,,,,,,,,,,,,,0.9683307409286499,Công nghệ thông tin > I. GIỚI THIỆU CHƯƠNG TRÌNH
14,"Ad cho em xin mã ngành của Công nghệ thông tin với, em tìm để điền hồ sơ mà chưa thấy ạ.",7480201,272,Công nghệ thông tin > **I. GIỚI THIỆU CHƯƠNG TRÌNH,mã ngành; công nghệ thông tin,,,,,,,,,,,,,,,,,,,,,0.9683307409286499,Công nghệ thông tin > I. GIỚI THIỆU CHƯƠNG TRÌNH
15,Mã ngành CNTT năm nay là gì vậy anh/chị? Cho em xin số chính xác với ạ.,7480201,272,Công nghệ thông tin > **I. GIỚI THIỆU CHƯƠNG TRÌNH,mã ngành cntt,,,,,,,,,,,,,,,,,,,,,0.9683307409286499,Công nghệ thông tin > I. GIỚI THIỆU CHƯƠNG TRÌNH
16,"Mọi người có ai nhớ mã số ngành của CNTT mình là gì không, cho mình xin với nha.",7480201,272,Công nghệ thông tin > **I. GIỚI THIỆU CHƯƠNG TRÌNH,mã số ngành; cntt,,,,,,,,,,,,,,,,,,,,,0.9683307409286499,Công nghệ thông tin > I. GIỚI THIỆU CHƯƠNG TRÌNH
17,"Dạ, Phòng Đào tạo cho em hỏi mã ngành hiện tại của ngành CNTT là bao nhiêu vậy ạ?",7480201,272,Công nghệ thông tin > **I. GIỚI THIỆU CHƯƠNG TRÌNH,mã ngành hiện tại; ngành cntt,,,,,,,,,,,,,,,,,,,,,0.9683307409286499,Công nghệ thông tin > I. GIỚI THIỆU CHƯƠNG TRÌNH
18,"Em đang làm giấy tờ mà cần mã ngành Công nghệ thông tin, Ad hỗ trợ em mã số chuẩn với ạ.",7480201,272,Công nghệ thông tin > **I. GIỚI THIỆU CHƯƠNG TRÌNH,mã ngành công nghệ thông tin; mã số chuẩn,,,,,,,,,,,,,,,,,,,,,0.9683307409286499,Công nghệ thông tin > I. GIỚI THIỆU CHƯƠNG TRÌNH
19,Chương trình ngành CNTT quy định học phần Đại số gồm bao nhiêu tín chỉ?,2 tín chỉ.,281,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Đại số,chương trình ngành cntt; học phần đại số; tín chỉ,,,,,,,,,,,,,,,,,,,,,0.9465113282203674,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Đại số
20,Môn Đại số của ngành CNTT là mấy tín chỉ vậy Ad ơi?,2 tín chỉ.,281,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Đại số,môn đại số; ngành cntt; tín chỉ,,,,,,,,,,,,,,,,,,,,,0.9465113282203674,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Đại số
21,Anh/chị check giúp em xem học phần Đại số chương trình CNTT tính bao nhiêu tín vậy ạ?,2 tín chỉ.,281,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Đại số,học phần đại số; chương trình cntt; bao nhiêu tín,,,,,,,,,,,,,,,,,,,,,0.9465113282203674,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Đại số
22,Cho em hỏi môn Đại số là môn 2 hay 3 tín chỉ thế mọi người?,2 tín chỉ.,281,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Đại số,môn đại số; 2 hay 3 tín chỉ,,,,,,,,,,,,,,,,,,,,,0.9465113282203674,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Đại số
23,"Dạ, cho em hỏi số tín chỉ của môn Đại số trong khung chương trình là bao nhiêu ạ?",2 tín chỉ.,281,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Đại số,số tín chỉ; môn đại số; khung chương trình,,,,,,,,,,,,,,,,,,,,,0.9465113282203674,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Đại số
24,"Môn Đại số học mấy tín vậy ạ, em thấy bảo môn này hơi nặng nên muốn hỏi trước ạ.",2 tín chỉ.,281,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Đại số,môn đại số; học mấy tín,,,,,,,,,,,,,,,,,,,,,0.9465113282203674,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Đại số
25,Giải tích 1 của ngành Công nghệ thông tin được xếp vào học kỳ mấy theo khung chương trình?,Học kỳ 1,364,Công nghệ thông tin > **IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN)** > HỌC KỲ 1 > Giải tích 1,giải tích 1; ngành công nghệ thông tin; học kỳ mấy; khung chương trình,,,,,,,,,,,,,,,,,,,,,0.992831289768219,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1
26,"Ad ơi, môn Giải tích 1 ngành CNTT là mình học ngay từ kỳ đầu hay kỳ 2 vậy ạ?",Học kỳ 1,364,Công nghệ thông tin > **IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN)** > HỌC KỲ 1 > Giải tích 1,"môn giải tích 1; kỳ đầu; kỳ 2, CNTT",,,,,,,,,,,,,,,,,,,,,0.992831289768219,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1
27,Cho em hỏi theo lộ trình thì sinh viên CNTT sẽ học Giải tích 1 vào học kỳ mấy thế anh/chị?,Học kỳ 1,364,Công nghệ thông tin > **IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN)** > HỌC KỲ 1 > Giải tích 1,sinh viên cntt; giải tích 1; học kỳ mấy,,,,,,,,,,,,,,,,,,,,,0.992831289768219,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1
28,"Mọi người có biết Giải tích 1 thường được xếp vào kỳ mấy không, chỉ mình với.",Học kỳ 1,364,Công nghệ thông tin > **IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN)** > HỌC KỲ 1 > Giải tích 1,giải tích 1; xếp vào kỳ mấy,,,,,,,,,,,,,,,,,,,,,0.992831289768219,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1
29,"Dạ, em muốn hỏi là môn Giải tích 1 nằm ở học kỳ nào trong khung chương trình đào tạo ạ?",Học kỳ 1,364,Công nghệ thông tin > **IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN)** > HỌC KỲ 1 > Giải tích 1,môn giải tích 1; học kỳ nào; khung chương trình đào tạo,,,,,,,,,,,,,,,,,,,,,0.992831289768219,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1
30,Anh/chị cho em hỏi kỳ mấy thì bắt đầu có môn Giải tích 1 trong lịch học ạ?,Học kỳ 1,364,Công nghệ thông tin > **IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN)** > HỌC KỲ 1 > Giải tích 1,kỳ mấy; môn giải tích 1; lịch học,,,,,,,,,,,,,,,,,,,,,0.992831289768219,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1
31,"Chương trình CNTT xếp Toán chuyên đề 1 vào khối kiến thức nào, đồng thời quy định học phần này bao nhiêu tín chỉ?",Khối kiến thức khoa học cơ bản (Toán và Khoa học tự nhiên); 3 tín chỉ,283,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1,chương trình cntt; toán chuyên đề 1; khối kiến thức nào; bao nhiêu tín chỉ,,,,,,,,,,,,,,,,,,,,,0.9365203976631165,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1
32,Ad cho em hỏi môn Toán chuyên đề 1 là thuộc khối kiến thức nào và mấy tín chỉ vậy ạ?,Khối kiến thức khoa học cơ bản (Toán và Khoa học tự nhiên); 3 tín chỉ,283,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1,môn toán chuyên đề 1; khối kiến thức nào; mấy tín chỉ,,,,,,,,,,,,,,,,,,,,,0.9365203976631165,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1
33,"Môn Toán chuyên đề 1 tính vào khối kiến thức cơ sở hay chuyên ngành thế anh/chị, với cả nó mấy tín vậy ạ?",Khối kiến thức khoa học cơ bản (Toán và Khoa học tự nhiên); 3 tín chỉ,283,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1,môn toán chuyên đề 1; khối kiến thức cơ sở; chuyên ngành; mấy tín,,,,,,,,,,,,,,,,,,,,,0.9365203976631165,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1
34,Cho em xin thông tin về số tín chỉ và khối kiến thức của môn Toán chuyên đề 1 với ạ.,Khối kiến thức khoa học cơ bản (Toán và Khoa học tự nhiên); 3 tín chỉ,283,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1,số tín chỉ; khối kiến thức; môn toán chuyên đề 1,,,,,,,,,,,,,,,,,,,,,0.9365203976631165,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1
35,"Dạ, môn Toán chuyên đề 1 là môn mấy tín và nó nằm trong nhóm kiến thức nào vậy Ad nhỉ?",Khối kiến thức khoa học cơ bản (Toán và Khoa học tự nhiên); 3 tín chỉ,283,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1,môn toán chuyên đề 1; môn mấy tín; nhóm kiến thức nào,,,,,,,,,,,,,,,,,,,,,0.9365203976631165,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1
36,"Anh/chị ơi, môn Toán chuyên đề 1 là bao nhiêu tín chỉ thế ạ? Môn này thuộc khối nào trong chương trình vậy ạ?",Khối kiến thức khoa học cơ bản (Toán và Khoa học tự nhiên); 3 tín chỉ,283,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1,môn toán chuyên đề 1; bao nhiêu tín chỉ; thuộc khối nào; chương trình,,,,,,,,,,,,,,,,,,,,,0.9365203976631165,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1
37,"Chương trình đào tạo ngành CNTT quy định học phần Nhập môn ngành có bao nhiêu tín chỉ, và học phần này nằm ở học kỳ mấy?",3 tín chỉ; Học kỳ 1,368,Công nghệ thông tin > **IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN)** > HỌC KỲ 1 > Nhập môn ngành CNTT,chương trình đào tạo ngành cntt; học phần nhập môn ngành; bao nhiêu tín chỉ; học kỳ mấy,,,,,,,,,,,,,,,,,,,,,0.9919419288635254,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT
38,Môn Nhập môn ngành CNTT là mấy tín và mình học vào kỳ mấy vậy Ad?,3 tín chỉ; Học kỳ 1,368,Công nghệ thông tin > **IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN)** > HỌC KỲ 1 > Nhập môn ngành CNTT,môn nhập môn ngành cntt; mấy tín; kỳ mấy,,,,,,,,,,,,,,,,,,,,,0.9919419288635254,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT
39,"Ad ơi, cho em hỏi xíu là môn Nhập môn ngành thường học ở học kỳ 1 luôn đúng không ạ, với cả nó bao nhiêu tín thế ạ?",3 tín chỉ; Học kỳ 1,368,Công nghệ thông tin > **IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN)** > HỌC KỲ 1 > Nhập môn ngành CNTT,môn nhập môn ngành; học kỳ 1; bao nhiêu tín,,,,,,,,,,,,,,,,,,,,,0.9919419288635254,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT
40,Anh/chị cho em xin thông tin số tín chỉ với kỳ học của học phần Nhập môn ngành với ạ.,3 tín chỉ; Học kỳ 1,368,Công nghệ thông tin > **IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN)** > HỌC KỲ 1 > Nhập môn ngành CNTT,số tín chỉ; kỳ học; học phần nhập môn ngành,,,,,,,,,,,,,,,,,,,,,0.9919419288635254,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT
41,"Mọi người ơi, môn Nhập môn ngành là mấy tín và học vào lúc nào thì hợp lý theo khung chương trình nhỉ?",3 tín chỉ; Học kỳ 1,368,Công nghệ thông tin > **IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN)** > HỌC KỲ 1 > Nhập môn ngành CNTT,môn nhập môn ngành; mấy tín; khung chương trình,,,,,,,,,,,,,,,,,,,,,0.9919419288635254,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT
42,"Dạ, em muốn hỏi môn Nhập môn ngành của mình quy định bao nhiêu tín chỉ và xếp vào kỳ mấy vậy ạ?",3 tín chỉ; Học kỳ 1,368,Công nghệ thông tin > **IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN)** > HỌC KỲ 1 > Nhập môn ngành CNTT,môn nhập môn ngành; bao nhiêu tín chỉ; kỳ mấy,,,,,,,,,,,,,,,,,,,,,0.9919419288635254,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT
43,Sinh viên ngành Công nghệ thông tin khi học học phần Kỹ thuật lập trình có cần hoàn thành học phần tiên quyết hoặc học trước nào không?,Không (Học phần này đóng vai trò là học phần nhập môn để người học tiếp cận ngành).,304,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Kỹ thuật lập trình,ngành công nghệ thông tin; kỹ thuật lập trình; học phần tiên quyết; học phần học trước,,,,,,,,,,,,,,,,,,,,,0.9890347123146057,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Kỹ thuật lập trình
44,"Ad ơi, muốn học Kỹ thuật lập trình thì mình có cần phải pass môn nào trước không ạ?",Không (Học phần này đóng vai trò là học phần nhập môn để người học tiếp cận ngành).,304,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Kỹ thuật lập trình,kỹ thuật lập trình; môn nào trước,,,,,,,,,,,,,,,,,,,,,0.9890347123146057,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Kỹ thuật lập trình
45,Cho em hỏi môn Kỹ thuật lập trình có yêu cầu môn tiên quyết gì không anh/chị?,Không (Học phần này đóng vai trò là học phần nhập môn để người học tiếp cận ngành).,304,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Kỹ thuật lập trình,môn kỹ thuật lập trình; môn tiên quyết,,,,,,,,,,,,,,,,,,,,,0.9890347123146057,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Kỹ thuật lập trình
46,Mọi người cho mình hỏi là có môn nào bắt buộc phải học trước khi đăng ký Kỹ thuật lập trình không nhỉ?,Không (Học phần này đóng vai trò là học phần nhập môn để người học tiếp cận ngành).,304,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Kỹ thuật lập trình,môn nào bắt buộc; kỹ thuật lập trình,,,,,,,,,,,,,,,,,,,,,0.9890347123146057,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Kỹ thuật lập trình
47,"Dạ, học phần Kỹ thuật lập trình có đòi hỏi điều kiện học trước hay môn tiên quyết nào không ạ?",Không (Học phần này đóng vai trò là học phần nhập môn để người học tiếp cận ngành).,304,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Kỹ thuật lập trình,học phần kỹ thuật lập trình; điều kiện học trước; môn tiên quyết,,,,,,,,,,,,,,,,,,,,,0.9890347123146057,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Kỹ thuật lập trình
48,Anh/chị check giúp em xem nếu chưa học Nhập môn lập trình thì có được đăng ký môn Kỹ thuật lập trình không ạ?,Không (Học phần này đóng vai trò là học phần nhập môn để người học tiếp cận ngành).,304,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Kỹ thuật lập trình,nhập môn lập trình; kỹ thuật lập trình,,,,,,,,,,,,,,,,,,,,,0.9890347123146057,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Kỹ thuật lập trình
